iter	Logloss
164	0.5498657476
165	0.5494397772
166	0.5488583377
167	0.5484374532
168	0.5479277427
169	0.5474398891
170	0.5473643861
171	0.5470140821
172	0.5470139793
173	0.546564984
174	0.5464280623
175	0.5460213824
176	0.5457960393
177	0.5456510113
178	0.5447896303
179	0.5442645759
180	0.5438409677
181	0.5430677906
182	0.5423515201
183	0.5419571374
184	0.5417684254
185	0.5413535316
186	0.541116159
187	0.5403705914
188	0.5398314441
189	0.5394913332
190	0.5391261844
191	0.538839266
192	0.538385025
193	0.5383011649
194	0.5379665754
195	0.5374336509
196	0.5370997393
197	0.5366332469
198	0.5363378327
199	0.5360135783
200	0.5359466087
201	0.5353556654
202	0.5349360231
203	0.5344523386
204	0.5341305707
205	0.5337887024
206	0.5330377257
207	0.5326161156
208	0.5320008125
209	0.5314881944
210	0.5313307517
211	0.5312461674
212	0.5308732015
213	0.530746278
214	0.530273698
215	0.5299829342
216	0.5295863683
217	0.5287817253
218	0.528480071
219	0.5280187706
220	0.5273374974
221	0.5269299184
222	0.5269240009
223	0.5266031077
224	0.526312772
225	0.5258812996
226	0.5252962316
227	0.5249597818
228	0.5249264611
229	0.5244241718
230	0.5241974368
231	0.5240248483
232	0.5238793609
233	0.5237149019
234	0.5233665499
235	0.5227183124
236	0.522680997
237	0.522600542
238	0.5219780777
239	0.5213704565
240	0.5210988388
241	0.5208647409
242	0.5203864439
243	0.5199706305
244	0.5198520448
245	0.5192247509
246	0.5176448464
247	0.5172828757
248	0.516831693
249	0.5165662556
250	0.51611253
251	0.5157882323
252	0.515672025
253	0.5151162146
254	0.5144515036
255	0.5143215556
256	0.5140921576
257	0.5138689933
258	0.5135067279
259	0.5126303399
260	0.5118087364
261	0.5107534334
262	0.5102221352
263	0.5096714689
264	0.5091837273
265	0.508956763
266	0.5079511049
267	0.5075295833
268	0.5074729932
269	0.5072372391
270	0.5065866106
271	0.5061596455
272	0.5059724337
273	0.5056884763
274	0.5055994322
275	0.504941313
276	0.5048969949
277	0.5044417663
278	0.5042668475
279	0.504038247
280	0.5037031083
281	0.5031502077
282	0.5029498945
283	0.5028486276
284	0.5025654808
285	0.5024000722
286	0.5021055528
287	0.5013741819
288	0.501039993
289	0.5007828245
290	0.5003797404
291	0.5000198052
292	0.4996887879
293	0.4989321475
294	0.4989058864
295	0.4984729829
296	0.4978553254
297	0.4977202657
298	0.4969878797
299	0.4964073138
300	0.496193781
301	0.4958109726
302	0.495479158
303	0.4951074925
304	0.4949219582
305	0.4940026854
306	0.4935666502
307	0.4933036343
308	0.4932160955
309	0.4928832482
310	0.4923791143
311	0.4921383827
312	0.4915375793
313	0.4913060469
314	0.4910066963
315	0.4904444551
316	0.4897061438
317	0.4893020208
318	0.489025676
319	0.4883111314
320	0.4879877205
321	0.4878284346
322	0.4873017333
323	0.486675364
324	0.4863945226
325	0.4863305331
326	0.4861069295
327	0.4854177459
328	0.485046927
329	0.4848279416
330	0.4842232789
331	0.4839218325
332	0.4834383613
333	0.4830744217
334	0.482512607
335	0.482044156
336	0.4816731008
337	0.4811981148
338	0.4811176844
339	0.4802846727
340	0.4798506575
341	0.4791871228
342	0.47844489
343	0.4782637289
344	0.4780101733
345	0.4776354653
346	0.4775758829
347	0.4770549872
348	0.4764945328
349	0.4761291154
350	0.475484061
351	0.4746469177
352	0.4742842835
353	0.474046004
354	0.4737853019
355	0.4735146126
356	0.4734407119
357	0.4728929959
358	0.4724332541
359	0.4717962111
360	0.4714604771
361	0.4709405059
362	0.4706136231
363	0.4700810723
364	0.4695671339
365	0.4692345262
366	0.4688253026
367	0.46872601
368	0.4684018183
369	0.4681716965
370	0.4678543485
371	0.4674244268
372	0.4669272748
373	0.4666174036
374	0.4664553077
375	0.4661895675
376	0.4658903947
377	0.4653979503
378	0.4647262199
379	0.4640729123
380	0.4636823785
381	0.4630162079
382	0.4627936329
383	0.4623717613
384	0.4617826875
385	0.4611963599
386	0.4605241583
387	0.4599824168
388	0.4597582513
389	0.4591143815
390	0.4587812427
391	0.4582364781
392	0.4575338101
393	0.4570461343
394	0.4568210953
395	0.4565406029
396	0.4559273587
397	0.455486491
398	0.4550710238
399	0.4544281632
400	0.453993198
401	0.4534885411
402	0.4529412696
403	0.4526821017
404	0.4523421806
405	0.4519138756
406	0.4516532844
407	0.4511728748
408	0.4508760041
409	0.4501632703
410	0.4498938026
411	0.4495250987
412	0.4494247769
413	0.4488526305
414	0.4483372965
415	0.4477338915
416	0.4470997543
417	0.4467014982
418	0.4463152403
419	0.4460960534
420	0.445539125
421	0.4452997755
422	0.4447811263
423	0.4444116591
424	0.444012353
425	0.4434790121
426	0.4433366462
427	0.4429751876
428	0.442401359
429	0.4419470669
430	0.4416516055
431	0.4412429611
432	0.4408047489
433	0.440317156
434	0.4399103173
435	0.4394508576
436	0.4389755983
437	0.4386298261
438	0.4383368321
439	0.4380306978
440	0.4378185058
441	0.4370592317
442	0.4366986519
443	0.4361147992
444	0.4356949624
445	0.4353490663
446	0.4349106897
447	0.4345245546
448	0.4340471279
449	0.4338685649
450	0.4332194285
451	0.4329171223
452	0.4325612043
453	0.4320836748
454	0.4316729259
455	0.4314292281
456	0.4309722591
457	0.4308504804
458	0.4304425995
459	0.4302755468
460	0.4297535371
461	0.4293261236
462	0.4289994844
463	0.4285153203
464	0.4281614638
465	0.4278918502
466	0.4274289851
467	0.4266673754
468	0.426503501
469	0.4263078822
470	0.4260653884
471	0.4256606271
472	0.425270448
473	0.4247585205
474	0.4240857144
475	0.4238311776
476	0.4235519082
477	0.4231863251
478	0.4229499521
479	0.4224958962
480	0.4222698343
481	0.4218459113
482	0.4215924935
483	0.4213405573
484	0.421204733
485	0.4208989274
486	0.4205436876
487	0.4200080381
488	0.4193759827
489	0.4191013921
490	0.4187015661
491	0.4183343065
492	0.4180932753
493	0.4179287267
494	0.4175815144
495	0.4171735445
496	0.4169089763
497	0.4165559997
498	0.4162540369
499	0.4159228832
500	0.415756625
501	0.415579588
502	0.4152454698
503	0.4150821881
504	0.4147265694
505	0.414423893
506	0.414289175
507	0.4138229521
508	0.4136089686
509	0.4134700101
510	0.4129276692
511	0.4126289174
512	0.4125006097
513	0.4121374224
514	0.411611676
515	0.4110301194
516	0.4107231935
517	0.4104284561
518	0.4096869182
519	0.4094126198
520	0.408894368
521	0.4085760948
522	0.4082385669
523	0.4080055167
524	0.4076362125
525	0.4072469357
526	0.4068363924
527	0.4066682905
528	0.4061232784
529	0.4057612906
530	0.4056046765
531	0.4051310446
532	0.4050952268
533	0.4047109409
534	0.4042856069
535	0.4039148879
536	0.4036347151
537	0.4032993779
538	0.4027616211
539	0.4023979993
540	0.4021723533
541	0.4018645629
542	0.4015728857
543	0.401097323
544	0.4007837321
545	0.4004812562
546	0.399959417
547	0.3995874192
548	0.3992681539
549	0.3987129356
550	0.3984071144
551	0.3979462742
552	0.3976334024
553	0.3974388502
554	0.3971724299
555	0.3967611419
556	0.396362383
557	0.3958379839
558	0.395428647
559	0.3951428663
560	0.3949489688
561	0.3945923869
562	0.3943144603
563	0.3940086909
564	0.3936572351
565	0.3931194467
566	0.3927220226
567	0.3923834696
568	0.3922479379
569	0.3919847265
570	0.3918046431
571	0.391403952
572	0.3910228862
573	0.3905735062
574	0.3902055783
575	0.3898299442
576	0.3894076759
577	0.389074145
578	0.3888590199
579	0.3886969387
580	0.3879562566
581	0.3877202991
582	0.3874838845
583	0.3871512751
584	0.3870874821
585	0.386711585
586	0.3863988111
587	0.385927743
588	0.3854966704
589	0.3853089349
590	0.3848272991
591	0.3846273378
592	0.3844065506
593	0.3841105025
594	0.3837845973
595	0.3833951533
596	0.3830837742
597	0.3827849329
598	0.3823733519
599	0.3821966796
600	0.3818204879
601	0.3817104732
602	0.3813684956
603	0.3812570408
604	0.3810004645
605	0.3805811343
606	0.3804091723
607	0.3802091242
608	0.3798843682
609	0.3794208398
610	0.3791607453
611	0.3789187223
612	0.3784025054
613	0.3782315889
614	0.3781383102
615	0.3777459314
616	0.3772461315
617	0.3768313224
618	0.3765543231
619	0.3763639243
620	0.3758838082
621	0.3755167031
622	0.3753872443
623	0.3750427921
624	0.3748728733
625	0.3744715374
626	0.3743358814
627	0.3741677959
628	0.3735226274
629	0.3732783618
630	0.3729563436
631	0.3726465318
632	0.3724216122
633	0.3720757233
634	0.3717923999
635	0.371628239
636	0.3714048306
637	0.3710295259
638	0.3706571589
639	0.370270078
640	0.3700233079
641	0.3698867496
642	0.3695342662
643	0.3690947719
644	0.3686262092
645	0.3683026748
646	0.367759653
647	0.3676710335
648	0.3673108532
649	0.36685117
650	0.3663679753
651	0.3659292928
652	0.3655251206
653	0.3652073794
654	0.365078333
655	0.3647445361
656	0.3645444425
657	0.3645105641
658	0.3642698873
659	0.3638817346
660	0.3634453256
661	0.3631980413
662	0.3629826612
663	0.3628631059
664	0.3626329005
665	0.3625320258
666	0.362436622
667	0.3622272504
668	0.3620156269
669	0.3617798075
670	0.361661078
671	0.3612751278
672	0.3610662808
673	0.3609962507
674	0.360679325
675	0.3604711223
676	0.3601806791
677	0.3599529349
678	0.3597854862
679	0.3595397656
680	0.3593126328
681	0.3592790973
682	0.3589767493
683	0.3586543771
684	0.3584240658
685	0.3581486633
686	0.3579405622
687	0.3576322245
688	0.3572926169
689	0.3572011988
690	0.3568532443
691	0.3566306623
692	0.35629571
693	0.3560573161
694	0.355783584
695	0.3556334637
696	0.3555574973
697	0.3551517397
698	0.3547584779
699	0.3545916784
700	0.3544686288
701	0.3541252123
702	0.353931256
703	0.3538383673
704	0.3537208684
705	0.3535347127
706	0.3531731003
707	0.3529068042
708	0.3528080629
709	0.3524675545
710	0.3523313691
711	0.3519397784
712	0.3516487796
713	0.3511610251
714	0.3510641911
715	0.3508262448
716	0.350717441
717	0.3504635958
718	0.3502995258
719	0.3500924318
720	0.3500081554
721	0.3497883019
722	0.3494977822
723	0.349327019
724	0.3492931533
725	0.3490192901
726	0.3487926958
727	0.3486511351
728	0.3485540304
729	0.3481907301
730	0.3480402638
731	0.3477705125
732	0.3476693353
733	0.3474056438
734	0.3471888164
735	0.3470242034
736	0.3467662892
737	0.3465861525
738	0.3462682717
739	0.3459460051
740	0.345750585
741	0.3455552421
742	0.3452538573
743	0.3451536251
744	0.3448967413
745	0.3447273838
746	0.344500676
747	0.3440356629
748	0.3439123106
749	0.3437011674
750	0.3434004847
751	0.343103059
752	0.3427616164
753	0.3426765409
754	0.3423621471
755	0.3422625642
756	0.3420084992
757	0.3418372346
758	0.3416459705
759	0.3415174637
760	0.3412731304
761	0.340938386
762	0.3406750924
763	0.3403812273
764	0.3398860363
765	0.3394310118
766	0.3393386777
767	0.3391184046
768	0.3386376665
769	0.3384156832
770	0.3382274368
771	0.3381714278
772	0.3378624014
773	0.3377353775
774	0.3375273524
775	0.3373411425
776	0.3371749686
777	0.3367741057
778	0.3366222401
779	0.3362003128
780	0.3361620856
781	0.335948597
782	0.3354991979
783	0.3351674443
784	0.3350084139
785	0.3348389514
786	0.3346060879
787	0.3343599235
788	0.3340851374
789	0.3337246553
790	0.3334028841
791	0.3329500413
792	0.3328661563
793	0.3326190237
794	0.332378285
795	0.3322672605
796	0.3319816656
797	0.3315509958
798	0.3313523194
799	0.3310583724
800	0.3308119622
801	0.3304571215
802	0.3302399707
803	0.329990477
804	0.3298384114
805	0.3297654022
806	0.3294514895
807	0.3292439032
808	0.328926605
809	0.3287930441
810	0.32823234
811	0.3281183196
812	0.3279022079
813	0.3274445276
814	0.3273029451
815	0.3269389455
816	0.3267871061
817	0.3265985866
818	0.326341873
819	0.3260934344
820	0.325926079
821	0.3258228489
822	0.3254502183
823	0.3250914654
824	0.3249193579
825	0.3246479091
826	0.3245212759
827	0.3241520291
828	0.3238934584
829	0.3237193025
830	0.3234671482
831	0.323386715
832	0.3232898246
833	0.3232196162
834	0.3229620339
835	0.3229346094
836	0.3228957454
837	0.322810776
838	0.3225273121
839	0.3224748763
840	0.32218541
841	0.3217090423
842	0.3212690731
843	0.3211259158
844	0.3209437725
845	0.3206041629
846	0.3203708274
847	0.3199895586
848	0.3195780917
849	0.3194191343
850	0.3191254347
851	0.3190352241
852	0.3189338645
853	0.3186023505
854	0.3181883194
855	0.3179437424
856	0.3176758075
857	0.3175735186
858	0.317454481
859	0.3173691391
860	0.3171579879
861	0.3167860093
862	0.3166414199
863	0.3162192245
864	0.3159589088
865	0.3158460433
866	0.3158195542
867	0.3154542498
868	0.3151269335
869	0.3150688082
870	0.3146917862
871	0.3141589623
872	0.3139941392
873	0.3135723923
874	0.3134389618
875	0.3134016968
876	0.3132111683
877	0.3131510982
878	0.3129342813
879	0.3126654013
880	0.3125680084
881	0.3123417966
882	0.3121072692
883	0.3119118458
884	0.3117868977
885	0.3117301694
886	0.3115622715
887	0.311456705
888	0.3112824526
889	0.3111428843
890	0.310888261
891	0.3107736848
892	0.3105790434
893	0.3104666984
894	0.3102961839
895	0.3101247866
896	0.3098873264
897	0.309401932
898	0.3092162806
899	0.308981902
900	0.3089187284
901	0.3087970483
902	0.308616067
903	0.3086072593
904	0.3085414189
905	0.3084568946
906	0.3083567433
907	0.3082108055
908	0.3079511083
909	0.3077930516
910	0.307670406
911	0.3075132535
912	0.3071265343
913	0.3069987556
914	0.3068803546
915	0.3065634384
916	0.3064149941
917	0.3061500405
918	0.3060313449
919	0.3059430899
920	0.3056405618
921	0.3054056519
922	0.3052883794
923	0.3050792524
924	0.3049642762
925	0.3046129395
926	0.3043934877
927	0.3040916761
928	0.3040065632
929	0.3037612108
930	0.3034767072
931	0.3033853199
932	0.3033480108
933	0.3031964114
934	0.3029226164
935	0.3027717568
936	0.3025047598
937	0.3022125995
938	0.3020055271
939	0.3019358997
940	0.3017346649
941	0.3016183412
942	0.3014154996
943	0.3012378494
944	0.3010154223
945	0.3007135324
946	0.3004801904
947	0.3003521153
948	0.3002219262
949	0.3000969448
950	0.2998943499
951	0.2994633569
952	0.2992418404
953	0.2990368018
954	0.2987368697
955	0.29853612
956	0.2982584807
957	0.298165845
958	0.2979284568
959	0.2978847707
960	0.2977906313
961	0.2977664292
962	0.2976696064
963	0.297390288
964	0.2971694663
965	0.2968537036
966	0.2967370628
967	0.296606476
968	0.2963602375
969	0.2961312789
970	0.2959313476
971	0.2958220393
972	0.2955054007
973	0.2953486993
974	0.2950376459
975	0.2947994505
976	0.2947211134
977	0.2946875222
978	0.2944973344
979	0.2944162061
980	0.294175969
981	0.2939938609
982	0.2938897806
983	0.2938291929
984	0.2937882857
985	0.293518962
986	0.2932160089
987	0.2931368358
988	0.2930188509
989	0.2925495231
990	0.2924703135
991	0.2923552032
992	0.2921495067
993	0.2921090596
994	0.2918909236
995	0.2917949715
996	0.2916238286
997	0.2913527259
998	0.291194515
999	0.2911001654
